2733|3|2|1,3|30,62|натворил
2734|3|2|1,4|6,14|невероятно
2735|3|2|1,5|4|не подавись
2736|3|2|1,6|6,50|не психуй
2737|3|2|1,7|2|развлечемся
2738|3|2|1,8|2|разберемся
2739|3|2|1,9|30,50|ну его
2740|3|2|1,10|30,50|отстань
2741|3|2|1,11|14,68|круто
2742|3|2|1,12|2|замучил
2743|3|2|1,13|13|офигеть
2744|3|2|1,14|2|ух ты
2745|3|2|1,15|30|ой
2746|3|2|1,16|2|погоди
2747|3|2|1,17|14,81|не болей
2748|3|2|2|8,50|понятно
2749|3|2|2,3|30,62|получай
2750|3|2|2,4|14,68|правильно
2751|3|2|2,5|81|ешь
2752|3|2|2,6|6|ничего
2753|3|2|2,7|7|сыграем
2754|3|2|2,8|8,50|освой
2755|3|2|2,9|9|неважно
2756|3|2|2,10|2,30|вот тебе
2757|3|2|2,11|13,68|хороший
2758|3|2|2,12|2,30|так и знал
2759|3|2|2,13|13|классно
2760|3|2|2,14|2,14|чудесно
2761|3|2|2,15|2,30|страшно
2762|3|2|2,16|11|да ладно
2763|3|2|2,17|14,81|исцелил
2764|3|2|3|12,62|наказываю пофиг
2765|3|2|3,5|2,16,62|а ну ешь
2766|3|2|3,6|2,6,30|чтобы неповадно было
2767|3|2|3,7|2,30,62|а ну играй
2768|3|2|3,8|2,15,62|а ну учи
2769|3|2|3,9|2,21|пошел
2770|3|2|3,10|2,12,41|прибью
2771|3|2|3,12|2,12,62|прибью ведь
2772|3|2|3,13|2,10,62|идиот
2773|3|2|3,14|2,10,83|ах ты тварь
2774|3|2|3,15|2,15,62|больно?
2775|3|2|3,16|2,62|пройдет
2776|3|2|3,17|80,83|на пользу
2777|3|2|4|8,14,50|молодец
2778|3|2|4,5|30,81|заслужил
2779|3|2|4,9|2,83|ну и хорошо
2780|3|2|4,10|2,40|доигрался
2781|3|2|4,12|2,15|ну прости
2782|3|2|4,14|14,30|замечательно
2783|3|2|4,15|2,15|ты даешь
2784|3|2|4,17|68,81|будь здоров
2785|3|2|5|14,68|кушай
2786|3|2|5,6|6,81|ешь спокойно
2787|3|2|5,7|7,30|потом поиграем
2788|3|2|5,8|8,30,50|потом поучимся
2789|3|2|5,9|6,16,33|да подавись
2790|3|2|5,11|14,37,81|самое вкусное
2791|3|2|5,13|14,30,46|жри
2792|3|2|5,14|7,14,68|наелся
2793|3|2|5,16|6,30|ладно, ешь
2794|3|2|5,17|14,31,68,81|поправляйся
2795|3|2|6|6,8|успокойся
2796|3|2|6,7|6,7,46|отвлечемся
2797|3|2|6,8|6,8,46|поучимся
2798|3|2|6,9|2,50|тихо
2799|3|2|6,11|6,30,68|все хорошо
2800|3|2|6,13|6,8,46|не паникуй
2801|3|2|6,14|6,14|все чудесно
2802|3|2|6,16|6|расслабься
2803|3|2|6,17|6,68,81|будешь жить
2804|3|2|7|30,46|поиграем
2805|3|2|7,8|8,30,46|попробуй повторить
2806|3|2|7,10|2,73|подеремся
2807|3|2|7,11|30,46,68|непобедимый
2808|3|2|7,12|2,11|это слишком
2809|3|2|7,13|13,46,68|побесимся
2810|3|2|7,14|14,46,68|давай играть
2811|3|2|7,15|2,50|осторожнее
2812|3|2|7,16|8,46,50|лучше поиграем
2813|3|2|7,17|68|можешь играть
2814|3|2|8|8,50|учи
2815|3|2|8,11|30,50,68|гениально
2816|3|2|8,12|2,50|бестолочь
2817|3|2|8,13|13,50|все узнаешь
2818|3|2|8,14|14,50,68|научу
2819|3|2|8,15|2,50|опасно
2820|3|2|8,16|50|лучше поучимся
2821|3|2|8,17|4,50|лечись
2822|3|2|10|15|поделом
2823|3|2|10,12|4,15|изверг
2824|3|2|10,13|2,73|получил
2825|3|2|10,14|2,42|так тебе и надо
2826|3|2|10,15|2,15|нечаянно
2827|3|2|10,16|2,50|прикалываюсь
2828|3|2|10,17|2,16|потерпи
2829|3|2|11|30,50,68|ты хороший
2830|3|2|11,12|2,11,50|чертовски хорошо
2831|3|2|11,13|13,50|не дурно
2832|3|2|11,14|8,14,50|ты классный
2833|3|2|11,15|2,15,50|слишком хорошо
2834|3|2|11,16|6,68|ну ничего
2835|3|2|11,17|30,68,81|хорошо выглядишь
2836|3|2|12|2,11,50|плачу
2837|3|2|12,15|2,15,50|тошно
2838|3|2|12,16|2,6,50|не сердись
2839|3|2|12,17|11,15|пронесло
2840|3|2|13|7,13,50|смешно
2841|3|2|13,14|8,13,14,50|чудненько
2842|3|2|13,15|2,50|фыркнул
2843|3|2|13,16|83|усмехнулся
2844|3|2|13,17|13,68,81|как новенький
2845|3|2|14|8,14,50|радуюсь
2846|3|2|14,15|2,11,50|прикольно
2847|3|2|14,16|6,50|утешился
2848|3|2|14,17|14,64,81|оживил
2849|3|2|15|11,15|боюсь
2850|3|2|15,16|6,11,50|отходил
2851|3|2|15,17|2,4,50|ух пронесло
2852|3|2|16|6,50|прощаю
2853|3|2|16,17|4,6|на здоровье
2854|3|2|17|4,50,81|вылечил
2856|3|2|1|2,62|непонятно
2857|3|2|9|62,83|все равно
2858|3|2|9,10|12,62|плевать
2859|3|2|9,12|61,62|надоел
2860|3|2|9,13|30,62|отвали
2861|3|2|9,14|14,62|не лезь
2862|3|2|9,15|50,62|ну нафиг
2863|3|2|9,16|16,62|бывает
2864|3|2|9,17|14,62|живи
